AppName,TestPackage,TestRunnerClassPath,TestClassPath,TestMethodName,Status,Reason
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetFeedItemList,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetFeedItemlistCheckChaptersFalse,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetFeedItemlistCheckChaptersTrue,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetFeedList,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetFeedListSortOrder,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetFeedStatisticsCheckOrder,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetItemWithChapters,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetNavDrawerDataQueueEmptyNoUnreadItems,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetNavDrawerDataQueueNotEmptyWithUnreadItems,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetNewItemIds,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetPlaybackHistory,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetQueue,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testGetQueueIDList,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testLoadChaptersOfFeedItemNoChapters,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testLoadChaptersOfFeedItemWithChapters,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBReaderTest,testLoadFeedDataOfFeedItemlist,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.feed.FeedFilterTest,testAndroidTestCaseSetupProperly,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.feed.FeedFilterTest,testBasicExcludeFilter,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.feed.FeedFilterTest,testBasicIncludeFilter,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.feed.FeedFilterTest,testComboFilter,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.feed.FeedFilterTest,testComplexExcludeFilter,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.feed.FeedFilterTest,testComplexIncludeFilter,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.feed.FeedFilterTest,testNullFilter,Pass,
,,,,,,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testAddItemToPlaybackHistoryAlreadyPlayed,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testAddItemToPlaybackHistoryNotPlayedYet,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testAddQueueItemMultipleItems,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testAddQueueItemSingleItem,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testAddQueueItemSingleItemAlreadyInQueue,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testClearQueue,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testDeleteFeed,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testDeleteFeedMediaOfItemFileExists,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testDeleteFeedMediaOfItemRemoveFromQueue,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testDeleteFeedNoDownloadedFiles,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testDeleteFeedNoFeedMedia,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testDeleteFeedNoItems,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testDeleteFeedWithQueueItems,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testMarkAllItemsReadSameFeed,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testMarkFeedRead,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testMoveQueueItem,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testRemoveQueueItem,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testRemoveQueueItemMultipleItems,Pass,
de.danoeh.antennapod,de.test.antennapod,android.support.test.runner.AndroidJUnitRunner,de.test.antennapod.storage.DBWriterTest,testSetFeedMediaPlaybackInformation,Pass,
,,,,,,
